date,inclination_deg,clear_sky_peak_wm2,clear_sky_daily_kwh_m2
2013-05-06,5,976.715,7.84703
2013-05-07,5,977.969,7.8726
2013-05-08,5,979.168,7.89753
2013-05-09,5,980.312,7.92181
2013-05-10,5,981.404,7.94543
2013-05-11,5,982.442,7.96838
2013-05-12,5,983.43,7.99068
2013-05-13,5,984.367,8.01231
2013-05-14,5,985.255,8.03329
2013-05-15,5,986.094,8.05361
2013-05-16,5,986.728,8.07152
2013-05-17,5,987.158,8.08703
2013-05-18,5,987.543,8.10188
2013-05-19,5,987.884,8.11607
2013-05-20,5,988.183,8.12959
2013-05-21,5,988.439,8.14246
2013-05-22,5,988.655,8.15467
2013-05-23,5,988.831,8.16622
2013-05-24,5,988.968,8.17711
2013-05-25,5,989.067,8.18735
2013-05-26,5,989.128,8.19693
2013-05-27,5,989.153,8.20585
2013-05-28,5,989.142,8.21412
2013-05-29,5,989.096,8.22175
2013-05-30,5,989.017,8.22872
2013-05-31,5,988.904,8.23503
2013-06-01,5,988.758,8.2407
2013-06-02,5,988.58,8.24572
2013-06-03,5,988.371,8.25008
2013-06-04,5,988.131,8.2538
2013-06-05,5,987.862,8.25687
2013-06-06,5,987.562,8.25931
2013-06-07,5,987.234,8.26109
2013-06-08,5,986.887,8.26223
2013-06-09,5,986.519,8.26274
2013-06-10,5,986.125,8.2626
2013-06-11,5,985.704,8.26182
2013-06-12,5,985.256,8.2604
2013-06-13,5,984.783,8.25834
2013-06-14,5,984.284,8.25566
2013-06-15,5,983.76,8.25233
2013-06-16,5,983.881,8.25591
2013-06-17,5,983.976,8.25885
2013-06-18,5,984.047,8.26116
2013-06-19,5,984.092,8.26283
2013-06-20,5,984.112,8.26386
2013-06-21,5,984.108,8.26427
2013-06-22,5,984.079,8.26404
2013-06-23,5,984.025,8.26318
2013-06-24,5,983.947,8.26169
2013-06-25,5,983.844,8.25957
2013-06-26,5,983.716,8.25682
2013-06-27,5,983.564,8.25343
2013-06-28,5,983.386,8.24942
2013-06-29,5,983.183,8.24478
2013-06-30,5,982.955,8.23951
2013-07-01,5,982.701,8.23362
2013-07-02,5,982.428,8.22709
2013-07-03,5,982.137,8.21994
2013-07-04,5,981.819,8.21216
2013-07-05,5,981.474,8.20375
2013-07-06,5,981.1,8.19472
2013-07-07,5,980.699,8.18507
2013-07-08,5,980.269,8.17479
2013-07-09,5,979.81,8.16389
2013-07-10,5,979.321,8.15237
2013-07-11,5,978.801,8.14023
2013-07-12,5,978.251,8.12747
2013-07-13,5,977.67,8.1141
2013-07-14,5,977.056,8.1001
2013-07-15,5,976.409,8.08549
2013-07-16,5,975.457,8.06723
2013-07-17,5,974.197,8.04534
2013-07-18,5,972.901,8.02285
2013-07-19,5,971.57,7.99975
2013-07-20,5,970.202,7.97605
2013-07-21,5,968.796,7.95175
2013-07-22,5,967.352,7.92686
2013-07-23,5,965.868,7.90137
2013-07-24,5,964.344,7.87528
2013-07-25,5,962.779,7.84859
2013-07-26,5,961.172,7.82131
2013-07-27,5,959.523,7.79343
2013-07-28,5,957.829,7.76495
2013-07-29,5,956.09,7.73589
2013-07-30,5,954.306,7.70624
2013-07-31,5,952.476,7.67599
2013-08-01,5,950.598,7.64516
2013-08-02,5,948.672,7.61375
2013-08-03,5,946.697,7.58175
2013-08-04,5,944.672,7.54918
2013-08-05,5,942.596,7.51604
2013-08-06,5,940.468,7.48232
2013-08-07,5,938.288,7.44802
2013-08-08,5,936.055,7.41317
2013-08-09,5,933.768,7.37775
2013-08-10,5,931.425,7.34177
2013-08-11,5,929.027,7.30524
2013-08-12,5,926.573,7.26815
2013-08-13,5,924.062,7.23051
2013-08-14,5,921.492,7.19234
2013-08-15,5,918.864,7.15362
2013-08-16,5,916.575,7.11852
2013-08-17,5,914.626,7.08703
2013-08-18,5,912.617,7.05499
2013-08-19,5,910.568,7.02241
2013-08-20,5,908.46,6.98927
2013-08-21,5,906.292,6.9556
2013-08-22,5,904.062,6.92139
2013-08-23,5,901.771,6.88665
2013-08-24,5,899.417,6.85138
2013-08-25,5,897.001,6.81558
2013-08-26,5,894.522,6.77927
2013-08-27,5,891.979,6.74245
2013-08-28,5,889.373,6.70512
2013-08-29,5,886.702,6.66729
2013-08-30,5,883.968,6.62898
2013-08-31,5,881.169,6.59018
2013-09-01,5,878.305,6.5509
2013-09-02,5,875.378,6.51116
2013-09-03,5,872.385,6.47096
2013-09-04,5,869.329,6.43031
2013-09-05,5,866.226,6.38921
2013-09-06,5,863.071,6.34769
2013-09-07,5,859.853,6.30575
2013-09-08,5,856.571,6.26339
2013-09-09,5,853.227,6.22063
2013-09-10,5,849.82,6.17748
2013-09-11,5,846.35,6.13395
2013-09-12,5,842.819,6.09005
2013-09-13,5,839.226,6.0458
2013-09-14,5,835.573,6.0012
2013-09-15,5,831.86,5.95627
2013-09-16,5,827.958,5.90976
2013-09-17,5,823.996,5.86296
2013-09-18,5,819.976,5.81585
2013-09-19,5,815.907,5.76846
2013-09-20,5,811.805,5.72081
2013-09-21,5,807.647,5.67289
2013-09-22,5,803.433,5.62472
2013-09-23,5,799.165,5.57633
2013-09-24,5,794.845,5.52772
2013-09-25,5,790.472,5.4789
2013-09-26,5,786.049,5.4299
2013-09-27,5,781.576,5.38073
2013-09-28,5,777.056,5.3314
2013-09-29,5,772.489,5.28193
2013-09-30,5,767.878,5.23233
2013-10-01,5,763.223,5.18263
2013-10-02,5,758.527,5.13285
2013-10-03,5,753.791,5.08299
2013-10-04,5,749.023,5.03308
2013-10-05,5,744.24,4.98313
2013-10-06,5,739.423,4.93317
2013-10-07,5,734.574,4.88321
2013-10-08,5,729.694,4.83327
2013-10-09,5,724.785,4.78337
2013-10-10,5,719.85,4.73353
2013-10-11,5,714.891,4.68377
2013-10-12,5,709.911,4.63411
2013-10-13,5,704.911,4.58457
2013-10-14,5,699.894,4.53516
2013-10-15,5,694.863,4.48592
2013-10-16,5,689.819,4.43685
2013-10-17,5,684.765,4.38798
2013-10-18,5,679.704,4.33933
2013-10-19,5,674.637,4.2909
2013-10-20,5,669.568,4.24274
2013-10-21,5,664.499,4.19484
2013-10-22,5,659.433,4.14724
2013-10-23,5,654.373,4.09995
2013-10-24,5,649.32,4.053
2013-10-25,5,644.279,4.00641
2013-10-26,5,639.252,3.96019
2013-10-27,5,634.242,3.91436
2013-10-28,5,629.252,3.86896
2013-10-29,5,624.285,3.82399
2013-10-30,5,619.343,3.77948
2013-10-31,5,614.431,3.73545
2013-11-01,5,609.55,3.69193
2013-11-02,5,604.705,3.64893
2013-11-03,5,599.898,3.60646
2013-11-04,5,595.131,3.56456
2013-11-05,5,590.409,3.52324
2013-11-06,5,585.735,3.48253
2013-11-07,5,581.111,3.44243
2013-11-08,5,576.541,3.40298
2013-11-09,5,572.027,3.3642
2013-11-10,5,567.574,3.32609
2013-11-11,5,563.184,3.28869
2013-11-12,5,558.859,3.25201
2013-11-13,5,554.604,3.21606
2013-11-14,5,550.421,3.18087
2013-11-15,5,546.312,3.14645
2013-11-16,5,542.629,3.11551
2013-11-17,5,539.027,3.08536
2013-11-18,5,535.509,3.05603
2013-11-19,5,532.078,3.02752
2013-11-20,5,528.737,2.99985
2013-11-21,5,525.489,2.97304
2013-11-22,5,522.336,2.94711
2013-11-23,5,519.281,2.92206
2013-11-24,5,516.328,2.89792
2013-11-25,5,513.478,2.8747
2013-11-26,5,510.733,2.85241
2013-11-27,5,508.097,2.83107
2013-11-28,5,505.573,2.81069
2013-11-29,5,503.176,2.79129
2013-11-30,5,500.913,2.77287
2013-12-01,5,498.768,2.75544
2013-12-02,5,496.743,2.73903
2013-12-03,5,494.842,2.72365
2013-12-04,5,493.066,2.70929
2013-12-05,5,491.416,2.69598
2013-12-06,5,489.895,2.68371
2013-12-07,5,488.504,2.67252
2013-12-08,5,487.245,2.6624
2013-12-09,5,486.12,2.65337
2013-12-10,5,485.13,2.64543
2013-12-11,5,484.29,2.63859
2013-12-12,5,483.615,2.63284
2013-12-13,5,483.079,2.62823
2013-12-14,5,482.683,2.62473
2013-12-15,5,482.429,2.62236
2013-12-16,5,481.987,2.61867
2013-12-17,5,481.358,2.61367
2013-12-18,5,480.871,2.60981
2013-12-19,5,480.526,2.60707
2013-12-20,5,480.324,2.60548
2013-12-21,5,480.265,2.60503
2013-12-22,5,480.394,2.60572
2013-12-23,5,480.666,2.60755
2013-12-24,5,481.082,2.61053
2013-12-25,5,481.64,2.61465
2013-12-26,5,482.342,2.61991
2013-12-27,5,483.186,2.62632
2013-12-28,5,484.172,2.63386
2013-12-29,5,485.3,2.64253
2013-12-30,5,486.568,2.65235
2013-12-31,5,487.976,2.66329
2014-01-01,5,489.561,2.67535
2014-01-02,5,491.287,2.68854
2014-01-03,5,493.149,2.70284
2014-01-04,5,495.145,2.71824
2014-01-05,5,497.275,2.73478
2014-01-06,5,499.537,2.75239
2014-01-07,5,501.93,2.7711
2014-01-08,5,504.451,2.79089
2014-01-09,5,507.099,2.81176
2014-01-10,5,509.872,2.8337
2014-01-11,5,512.768,2.8567
2014-01-12,5,515.799,2.88075
2014-01-13,5,518.968,2.90584
2014-01-14,5,522.254,2.93195
2014-01-15,5,525.654,2.95909
2014-01-16,5,529.014,2.98606
2014-01-17,5,532.332,3.01286
2014-01-18,5,535.757,3.04062
2014-01-19,5,539.286,3.06934
2014-01-20,5,542.918,3.09901
2014-01-21,5,546.649,3.12963
2014-01-22,5,550.476,3.16115
2014-01-23,5,554.397,3.19357
2014-01-24,5,558.409,3.22688
2014-01-25,5,562.508,3.26106
2014-01-26,5,566.693,3.2961
2014-01-27,5,570.96,3.33196
2014-01-28,5,575.306,3.36866
2014-01-29,5,579.727,3.40614
2014-01-30,5,584.224,3.4444
2014-01-31,5,588.8,3.48342
2014-02-01,5,593.441,3.52317
2014-02-02,5,598.144,3.56365
2014-02-03,5,602.905,3.60483
2014-02-04,5,607.72,3.64668
2014-02-05,5,612.588,3.68918
2014-02-06,5,617.504,3.73233
2014-02-07,5,622.465,3.77609
2014-02-08,5,627.468,3.82044
2014-02-09,5,632.511,3.86536
2014-02-10,5,637.588,3.91083
2014-02-11,5,642.698,3.95683
2014-02-12,5,647.838,4.00335
2014-02-13,5,653.003,4.05034
2014-02-14,5,658.192,4.0978
2014-02-15,5,664.132,4.15198
2014-02-16,5,670.089,4.20662
2014-02-17,5,676.058,4.26171
2014-02-18,5,682.037,4.31721
2014-02-19,5,688.023,4.37311
2014-02-20,5,694.013,4.42939
2014-02-21,5,700.003,4.48602
